,title,singer,lyrics,img,like
10,스토커,10CM,"나도 알아 나의 문제가 무엇인지
난 못났고 별 볼 일 없지
그 애가 나를 부끄러워 한다는 게
슬프지만 내가 뭐라고
빛나는 누군갈 좋아하는 일에
기준이 있는 거라면
이해할 수 없지만 할 말 없는걸
난 안경 쓴 샌님이니까
내가 이렇게 사랑하는데
이렇게 원하는데
나는 아무것도 할 수 없고
바라만 보는데도
내가 그렇게 불편할까요
내가 나쁜 걸까요
아마도 내일도 그 애는 뒷모습만
이제 알아 나의 할 일이 무엇인지
다 포기하고 참아야 하지
저 잘 나가는 너의 남자친구처럼
되고 싶지만 불가능하지
빛나는 누군갈 좋아하는 일에
기준이 있는 거라면
이해할 수 없지만 할 말 없는걸
난 안경 쓴 샌님이니까
내가 이렇게 사랑하는데
이렇게 원하는데
나는 아무것도 할 수 없고
바라만 보는데도
내가 그렇게 불편할까요
내가 나쁜 걸까요
아마도 내일도 그 애는
나는 왜 이런 사람 이런 모습이고
이런 사랑을 하고
나는 아무것도 될 수 없고
바라만 보는데도
내가 그렇게 불편하니까
내가 나쁜 거니까
아마도 내일도 그 애는
나도 알아 나의 문제가 무엇인지",https://cdnimg.melon.co.kr/cm/album/images/022/90/452/2290452_500.jpg/melon/resize/282/quality/80/optimize,"277,201"
11,가을 아침,아이유,"이른 아침 작은 새들 노랫소리 들려오면
언제나 그랬듯 아쉽게 잠을 깬다
창문 하나 햇살 가득 눈부시게 비쳐오고
서늘한 냉기에 재채기할까 말까 음
눈 비비며 빼꼼히 창밖을 내다보니
삼삼오오 아이들은 재잘대며 학교 가고
산책 갔다 오시는 아버지의 양손에는
효과를 알 수 없는 약수가 하나 가득 음
딸각딸각 아침 짓는 어머니의 분주함과
엉금엉금 냉수 찾는 그 아들의 게으름이
상큼하고 깨끗한 아침의 향기와
구수하게 밥 뜸드는 냄새가 어우러진
가을 아침 내겐 정말 커다란 기쁨이야
가을 아침 내겐 정말 커다란 행복이야
응석만 부렸던 내겐
파란 하늘 바라보며 커다란 숨을 쉬니
드높은 하늘처럼 내 마음 편해지네
텅 빈 하늘 언제 왔나 고추잠자리 하나가
잠 덜 깬 듯 엉성히 돌기만 비잉비잉 음
토닥토닥 빨래하는 어머니의 분주함과
동기동기 기타 치는 그 아들의 한가함이
심심하면 쳐대는 괘종시계 종소리와
시끄러운 조카들의 울음소리 어우러진
가을 아침 내겐 정말 커다란 기쁨이야
가을 아침 내겐 정말 커다란 행복이야
응석만 부렸던 내겐
가을 아침 내겐 정말 커다란 기쁨이야
가을 아침 내겐 정말 커다란 행복이야
뜬구름 쫓았던 내겐
이른 아침 작은 새들 노랫소리 들려오면
언제나 그랬듯 아쉽게 잠을 깬다
창문 하나 햇살 가득 눈부시게 비쳐오고
서늘한 냉기에 재채기할까 말까 음",https://cdnimg.melon.co.kr/cm/album/images/100/96/855/10096855_500.jpg?143adaa26f0aeb5c274cb302ddac684f/melon/resize/282/quality/80/optimize,"302,427"
12,Love story,볼빨간사춘기,"Thought that I was princess
날 좋아하던 그때
수줍게 꽃을 건네던 너에게
웃으며 손을 내밀었지
시간 지나 my birthday
우린 몰래 run away
온통 둘뿐인 밤거릴 걷다가
너와 눈이 마주친 그날
Oh babe 너의 눈동자에 cheers
달빛에 비춰진 우리의 흩어진 잔상
너의 이야기에 취해
밤하늘의 별이 쏟아질 것만 같은 기분
Oh god please this is not a dream
Thought that it was romance
날 바래다준 그때
수줍게 인사를 건네던 너에게
살며시 입을 맞추었지
시간 지나 go on trip
한 손엔 진한 커피
우리가 새긴 별자릴 찾다가
너와 눈이 마주친 그날
Oh babe 너의 눈동자에 cheers
달빛에 비춰진 우리의 흩어진 잔상
너의 이야기에 취해
밤하늘의 별이 쏟아질 것만 같은 기분
Oh oh oh 꿈인가 봐
그래 니가 내 옆에 있는 꿈
Oh oh no
아니잖아 이건 yeah
I got you boy
Oh babe 너의 눈동자에 cheers
붉게 물들어진 우리의 오래된 잔상
너의 이야기에 취해
온 세상의 별이 쏟아질 것만 같은 기분
Oh god please this is not a dream",https://cdnimg.melon.co.kr/cm2/album/images/109/26/502/10926502_20220420071020_500.jpg?8c6377ae72a311f6c1d593c757d1361b/melon/resize/282/quality/80/optimize,"120,044"
13,우주를 줄게,볼빨간사춘기,"커피를 너무 많이 마셨나 봐요
심장이 막 두근대고
잠은 잘 수가 없어요
한참 뒤에 별빛이 내리면
난 다시 잠들 순 없겠죠
지나간 새벽을 다 새면
다시 네 곁에 잠들겠죠
너의 품에 잠든 난 마치
천사가 된 것만 같아요
난 그대 품에
별빛을 쏟아 내리고
은하수를 만들어
어디든 날아가게 할거야
Cause I’m a pilot anywhere
Cause I’m a pilot anywhere
lighting star shooting star
줄게 내 Galaxy
Cause I’m a pilot anywhere
Cause I’m your pilot 네 곁에
저 별을 따 네게만
줄게 my Galaxy
Like a star 내리는 비처럼
반짝이는 널 가지고 싶어
Get ma mind
엄지와 검지만 해도
내 마음을 너무 잘 표현해
붙어 안달 나니까
마냥 떨리기만 한 게 아냐
준비가 되면 쏘아 올린
인공위성처럼
네 주윌 마구 맴돌려 해
더 가까워진다면
네가 가져줄래
이 떨림을
어제는 내가 기분이 참 좋아서
지나간 행성에다가
그대 이름 새겨 놓았죠
한참 뒤에 별빛이 내리면
그 별이 가장 밝게 빛나요
지나간 새벽을 다 새면
다시 네 곁에 잠들겠죠
별빛 아래 잠든 난 마치
온 우주를 가진 것만 같아
난 그대 품에
별빛을 쏟아 내리고
은하수를 만들어
어디든 날아가게 할거야
Cause I’m a pilot anywhere
Cause I’m a pilot anywhere
Lighting star Shooting star
줄게 내 Galaxy
Cause I’m a pilot anywhere
Cause I’m your pilot 네 곁에
저 별을 따 네게만
줄게 my Galaxy
Cause I’m a pilot anywhere
Cause I’m a pilot anywhere
Lighting star Shooting star
줄게 내 Galaxy
Cause I’m a pilot I’m your pilot
Lighting star Shooting star
줄게 my Galaxy
la la la la la la
la la la la la la",https://cdnimg.melon.co.kr/cm/album/images/027/07/131/2707131_500.jpg?d12844bf96d3e276ece24c1a2a50fd68/melon/resize/282/quality/80/optimize,"295,410"
14,FRIEND THE END,볼빨간사춘기,"요즘엔 썸이라는 단어를 난 쓰지 않아
친구란 완벽한 단어로 숨길 수가 있지
사랑이 좀처럼 내키지 않아 난 이대로
아슬아슬하게 선을 넘어
벚꽃이 피면 또 같은 곳에 서 있겠지
분홍빛으로 물든 계절을 함께하며
꽃잎이 하나 둘 셋
시간이 하나 둘 셋
Cherry Blossom 내 손을 잡아 넌
아무렇지 않지 않게 웃어버리면
사랑일까 널 바라보며 난
고개를 들어 입 맞춰버린 거야 이제 난
FRIEN(D) THE END
FRIEN(D) THE END
FRIEN(D) THE END
THE END
벚꽃이 피면 또 같은 곳에 서 있겠지
분홍빛으로 물든 계절을 함께하며
꽃잎이 하나 둘 셋
시간이 하나 둘 셋
Cherry Blossom 내 손을 잡아 넌
아무렇지 않지 않게 웃어버리면
사랑일까 널 바라보며 난
고개를 들어 입 맞춰버린 거야 이제
숨길 수 없는가 봐
널 좋아하는 게
네 곁에 있을 때 자꾸 맘이 아픈 게
꽃잎이 떨어지네
우리 머리 위로
웃음이 터져버린 거야 This is love
Cherry Blossom 내 손을 잡아 넌
아무렇지 않지 않게 웃어버리면
사랑일까 널 바라보며 난
고개를 들어 입 맞춰버린 거야 이제 난
Friend the end 하얀 Blossom
Friend the end Cherry Blossom
FRIEN(D) THE END
FRIEN(D) THE END
FRIEN(D) THE END
THE END",https://cdnimg.melon.co.kr/cm2/album/images/112/24/405/11224405_20230414143309_500.jpg?ea0739c649affa777fe6d3df5d08ef6c/melon/resize/282/quality/80/optimize,"44,988"
15,Give Love,AKMU (악뮤),"니가 날 싫어해 하는 걸 알아
나는 서운해 그런 날
왜 너는 못 이해해
You don't understand
난 너를 좋아한다고
내가 뭘 잘못했는데
내게 왜 그러는데
그럴수록 난 되게 섭섭해
Oh I'm so sad
그러니까 슬슬
Let me come into your 마음
중요한 건 마음
결코 네 얼굴만 보고
좋아하는 거 아니 아니야
날 미워하는 너의
날이 선 말투까지도
사랑하게 된 거 이게 내 맘이야
너에 대한 건 사소한 것도
기억해 난 마니아
아무리 나삐 굴어도
넌 내게 이 순간 만화야
순정만화야 주인공은 맨날
맨날 이렇게 밤마다 기도해
Give Love 사랑을 좀 주세요
Give Love 사랑이 모자라요
매일매일 자라는 사랑을
그녀에게 주는데도 받질 않으니
Give Love 사랑을 좀 주세요
Give Love 사랑이 모자라요
매일매일 자라는 사랑을
그녀에게 주는데도 받질 않으니
Give Love
Give Love
Give Love
잘못한 것도 없는데 왜
무작정 싫어하고 보는 너
Why can't you understand me
난 너를 좋아한다고
네가 날 싫어해 하는 걸 안 후
부터 샘솟던 의욕이 다 시들고
설레던 내 맘도 끝이겠구나
했는데 또다시 슬금슬금
다가가도 될까
바라보는 것조차 싫어할까 봐
난 몰래 뒤에서 긍긍전전해
점점 해가 지면 달빛 정전에
용기가 나 내 맘을 전부 전해
하지만 그녀와 내 사이
거리 너무 멀어
주고 또 주는 사랑이 길바닥에
다 버려져 낙엽처럼 쌓이네
봄이 되면 흙으로 남아
혹시 기대해 싹이 될까
Give Love 사랑을 좀 주세요
Give Love 사랑이 모자라요
매일매일 자라는 사랑을
그녀에게 주는데도 받질 않으니
Give Love 사랑을 좀 주세요
Give Love 사랑이 모자라요
매일매일 자라는 사랑을
그녀에게 주는데도 받질 않으니
Give Love
Give Love
Give Love
Give Love
Give Love
Give Love",https://cdnimg.melon.co.kr/cm/album/images/022/49/127/2249127_500.jpg/melon/resize/282/quality/80/optimize,"141,624"
16,폰서트,10CM,"이건 세상에서
제일 비싼 단독 공연
가수는 나고 관객은 너 하나
화려한 막이
이제 곧 올라가기 전에
그저 몇 가지만 주의해줘요
세상에서 제일 편한
옷을 갈아 입고
제일 좋아하는 자리에 누워
배터리가 바닥나지 않게
조심하고
통화상태를 항상 유지해줘요
듣고 싶은 노래를
말 만해 everything
입이 심심할 때는
coffee popcorn anything
너무 부담주진 말고
편하게 들어줘
아님 내가 너무 떨리니까
오직 너에게만 감동적인 노래
오직 너를 웃게 하기 위한 코너
네가 너무 설레
잠 못 들게 만들 거야
지금이야 크게 소리 질러줘
누구보다 특별한
너의 취향을 알아
달콤한데 슬픈 듯 아찔하게
맞지
근데 다음 곡이 중요해
볼륨 높여봐
기억 나니 우리 그 날 그 노래
내가 너무 진지해 보여도 웃지마
누가 봐도 완벽한
노래는 아니지만
많이 연습한 부분을
너 때문에 틀리잖아
아직 나는 너무 떨리니까
오직 너에게만 감동적인 노래
오직 너를 웃게 하기 위한 코너
네가 너무 설레
잠 못 들게 만들 거야
지금이야 크게 소리 질러
이 공연은 거의 다 끝나 가고 있어
어땠는지 말해줘 문자로
너무나 아쉽지만 졸린 거
이미 알고 있어
기대해줘 마지막 곡
이 중에서도 제일
감동적인 노래
오직 너를 웃게 하기 위한 코너
네가 너무 설레
잠 못 들게 만들 거야
지금이야 제일 원하는 걸 말해
어떤 노래를
다시 듣고 싶어 사실 내가 원해
네가 너무 설레
잠 못 들지 모르지만
앵콜이야 크게 소리 질러줘
이건 세상에서
제일 비싼 단독공연
가수는 나고 관객은 너 하나",https://cdnimg.melon.co.kr/cm/album/images/100/93/077/10093077_500.jpg?fcb28b71418e5c405c72ccfcaacc6fe8/melon/resize/282/quality/80/optimize,"225,782"
17,IF YOU,BIGBANG (빅뱅),"그녀가 떠나가요
나는 아무것도 할 수 없어요
사랑이 떠나가요
나는 바보처럼 멍하니 서 있네요
멀어지는 그 뒷모습만을 바라보다
작은 점이 되어 사라진다
시간이 지나면 또 무뎌질까
옛 생각이 나
니 생각이 나
IF YOU
IF YOU
아직 너무 늦지 않았다면
우리 다시 돌아갈 수는 없을까
IF YOU
IF YOU
너도 나와 같이 힘들다면
우리 조금 쉽게 갈 수는 없을까
있을 때 잘할 걸 그랬어
그대는 어떤가요
정말 아무렇지 않은 건가요
이별이 지나봐요
그댈 잊어야 하지만 쉽지가 않네요
멀어지는 그 뒷모습만을 바라보다
작은 점이 되어 사라진다
누군갈 만나면 위로가 될까
옛 생각이 나
니 생각이 나
IF YOU
IF YOU
아직 너무 늦지 않았다면
우리 다시 돌아갈 수는 없을까
IF YOU
IF YOU
너도 나와 같이 힘들다면
우리 조금 쉽게 갈 수는 없을까
있을 때 잘할 걸 그랬어
오늘같이 가녀린 비가 내리는 날이면
너의 그림자가 떠오르고
서랍 속에 몰래 넣어둔
우리의 추억을
다시 꺼내 홀로 회상하고
헤어짐이란 슬픔의 무게를
난 왜 몰랐을까
IF YOU
IF YOU
IF YOU
IF YOU
아직 너무 늦지 않았다면
우리 다시 돌아갈 수는 없을까
IF YOU
IF YOU
IF YOU
IF YOU
너도 나와 같이 힘들다면
우리 조금 쉽게 갈 수는 없을까
있을 때 잘할 걸 그랬어",https://cdnimg.melon.co.kr/cm/album/images/023/26/937/2326937_500.jpg/melon/resize/282/quality/80/optimize,"182,219"
18,부동의 첫사랑,10CM,"주인공은 아니었지
누구의 시점에서도
그냥 스쳐 지나가거나
친구3이라거나
이름 없는 역할 뿐
너에게는 알 수 없는
멋진 향기가 났었지
지나칠 수 없는 마음을
대사 한 줄 없지만
말하고 싶었는데
창가에 비친 너의 얼굴은
나만을 위한 등장이었는지
단 한 번의 명장면이
빠르게 지나가고 있었지
소리쳐 이름을 불러 볼까
한 시간쯤은 기억해 줄까
뒤를 돌아봐 주었지만
너의 미소는 내게 와주지 않았지
다음 편이 기대되지 않는
예상 가능한 엔딩만 남은
로맨스도 뭣도 아닌
나의 부동의 첫사랑
좋아하는 마음이란
왜 감출 수가 없는지
나는 바보 같은 말투로
대본에도 없었던
고백을 해버렸지
대답이 없는 너의 표정은
누구를 위한 연출이었는지
웃기라도 해준다면
이상한 애가 돼도 좋은데
소리쳐 이름을 불러 볼까
30분쯤은 기억해 줄까
뒤를 돌아봐 주었지만
너의 미소는 내게 와주지 않았지
다음 편이 기대되지 않는
예상 가능한 엔딩만 남은
로맨스도 뭣도 아닌
나의 부동의 첫사랑
굳이 응원해 준 사람도 없었지만
너를 향한 노래가 생겼어
이젠 웃으며 부를 수 있어
그저 흐릿한 조명처럼
너의 미소를 빛내줄 수만 있다면
예고편이 공개되지 않고
뻔한 엔딩도 맺지 못했지만
나의 마음속 언제나
항상 빛나고 있는
부동의 첫사랑",https://cdnimg.melon.co.kr/cm2/album/images/112/43/537/11243537_20230512161747_500.jpg?2104f13ed40d7e622bb90deb587ab165/melon/resize/282/quality/80/optimize,0
19,You(=I),볼빨간사춘기,"바보야 오늘은
안된다고 말하지마
오늘만큼은 내게도
꼭 기회를 줘
사랑스럽게 웃는 것도
예쁘게 말하는 것도
많이 연습했어
보고 싶어도 참으라고 하지마
Baby 난 좀 억지
부리는 것도 맞아
오늘도 내 눈물 연기로
받아낸 너와의 데이트
보고 싶어도
매일 꾹 참고 있어도
나는 네가 안아주기만 하면
샤르르르르 녹아 Yeah
Baby You You You Yeah Yeah
You You You Yeah Yeah
Baby 난 좀
욕심부리는 것도 맞아
오늘도 못되게 떼를 써
받아낸 너와의 데이트
사랑한다고 매일
꼭 표현 못해도
나는 네가 안아주기만 하면
샤르르르르 녹아 Yeah
Baby You You You Yeah Yeah
You You You Yeah Yeah
You You You Yeah Yeah
You You You Yeah
서투른 내 맘이
너에게 닿을까 봐
사실 손잡는 것도
많이 떨리는 난데
오늘도 배웠는걸
널 더 닮아가던걸
이젠 내가 널 닮아서
함께 웃고 있던걸 Yeah
You Woo Yeah
You You You Yeah Yeah
그대를 닮아서
마음이 더 큰 사람이 되면
그대를 내 품 안에
꼭 안아 줄래요
You You You Yeah Yeah
You You You Yeah Yeah",https://cdnimg.melon.co.kr/cm/album/images/027/07/131/2707131_500.jpg?d12844bf96d3e276ece24c1a2a50fd68/melon/resize/282/quality/80/optimize,"132,682"
20,200%,AKMU (악뮤),"uh 나를봐 나를봐 나를봐
날 바라봐 바라봐 바라봐
너를 본 내 마음속에 사랑이
내 본능이 고백 빨리 하라 해
네 주위를 둘러싼 수많은 경쟁자
Yes I'm a soldier for you
sweet멘트 장전
발사하기 전에 제군들
입 풀었나 yes 완전
간장콩장콩장장 equals
간 콩장장
Yeah I'm ready
아침이 깨는 소리 Morning
바람들은
makes harmony
저물어가는 달빛은
let it go uh
여물어가는 romance
꿈꾸고 good night
Hey baby it's comin' new day
새로운 느낌이야 이건
Hey 왜 이래
It's common lovesick
아무래도 이거는 이거는
It must be L O V E 200 percent
sure of that
I want you really I mean really
정말이야 널 좋아하는데
빨갛게 익은
내 얼굴이 그걸 증명해
나를 봐 나를 봐 나를 봐
날 바라봐 바라봐 바라봐
난 strawberry처럼
very very
상큼한 사람
don't worry worry
어리바리한 그대
주위 사람들은 모두 다 이기주의
밤낮을 걸으며 널 지켜줄
나와 달리 그들은
차 키를 과시하지만
BAD GUY
자다가 일어나 잠꼬대로도 널 찾네
아침이 깨는 소리 Morning
바람들은
makes harmony
저물어가는 달빛은
let it go
여물어가는
romance 꿈꾸고
Hello 어디 가는 거니
where you
I'll be there
네가 있는 그 거리
that way
아직 우리 사이 서먹해도
그래도 try는 해봐야지 나라도
It must be L O V E 200 percent
sure of that
I want you really I mean really
정말이야 널 좋아하는데
빨갛게 익은 내 얼굴이 그걸 증명해
처음이야 이런 기분
멈추질 못하겠어 막 넘쳐
누가 잠가놓은 듯 내 입은
네 앞에서 오물쪼물 안 열려
내 부름에 뒤를 돌아보는
네 두 눈을 보니
I said see you tomorrow
Oh baby it can't be over like this
someone help me
내 맘을 전할 수 있다면
사실은 나 널 oh please
좋아하는데 I'm sure
모든 걸 담은 이 눈빛이 그걸 증명해
It must be L O V E 200 percent
sure of that
I want you really I mean really
정말이야 널 좋아하는데
빨갛게 익은 내 얼굴이 그걸 증명해
It must be L O V E",https://cdnimg.melon.co.kr/cm/album/images/022/49/127/2249127_500.jpg/melon/resize/282/quality/80/optimize,"157,992"
21,나만 안되는 연애,볼빨간사춘기,"왠지 오늘따라
마음이 아픈지 했더니
오늘은 그대가
날 떠나가는 날이래요
왜 항상 나는 이렇게
외로운 사랑을 하는지
도무지 이해가 안가는
이상한 날이에요
왜 그랬는지 묻고 싶죠
날 사랑하긴 했는지
그랬다면 왜 날 안아줬는지
그렇게 예뻐했는지
나만 이런 세상을
살고 있는 것 같아요
바라보기만 하다
포기할 수는 없겠죠
근데도 이렇게 아픈 마음만
가지고 사는 건
도무지 불공평해서
견딜 수가 없어요
Please come back to me
왠지 오늘만은
그렇게 보내기 싫은지
오늘은 그대와 나
마지막인가 봐요
왜 항상 나는 이렇게
아무 말도 못하는지
도무지 이해가 안가는
이상한 날이에요
시작부터 사랑하지 않았다고
내게 말했었다면
그랬다면 나의 마음은
이렇게 굳게 닫혔을까요
나만 이런 세상을
살고 있는 것 같아요
바라보기만 하다
포기할 수는 없겠죠
근데도 이렇게 아픈 마음만
가지고 사는 건
도무지 불공평해서
견딜 수가 없어요
그대는 아무렇지 않겠죠
Please come back to me
내 눈물로 더 이상
붙잡을 수는 없겠죠
Please come back to me
근데도 이렇게 아픈 마음만
가지고 사는 건
도무지 불공평해서
견딜 수가 없어요
Please come back to me
Please come back to me
나는 사실 이성적인 게
참 싫어요
그래서 우린
헤어져야만 했으니까
아무렇지 않게 살아가도
매일 밤이 고통스럽겠죠
그대가 정이 많은
사람이었다면
날 안아주진 않았을까요",https://cdnimg.melon.co.kr/cm/album/images/027/07/131/2707131_500.jpg?d12844bf96d3e276ece24c1a2a50fd68/melon/resize/282/quality/80/optimize,"211,983"
22,썸 탈꺼야,볼빨간사춘기,"표현이 서툰 것도 잘못인가요
나 차가운 도시에 따뜻한 여잔데
그냥 좋아한단 말도 안 되는가요
솔직하게 난 말하고 싶어요
사라져 아니 사라지지 마
네 맘을 보여줘 아니 보여주지 마
하루 종일 머릿속에 네 미소만
우리 그냥 한번 만나볼래요
나 오늘부터 너랑 썸을 한번 타볼 거야
나 매일매일 네게 전화도 할 거야
밀가루 못 먹는 나를 달래서라도
너랑 맛있는 걸 먹으러 다닐 거야
넘넘 스윗한 넌 정말 달콤한 걸
넘넘 스윗한 넌
그냥 좋아한단 말도 안 되는가요
솔직하게 난 말하고 싶어요
사라져 아니 사라지지 마
네 맘을 보여줘 아니 보여주지 마
하루 종일 머릿속에 네 미소만
우리 그냥 한번 만나볼래요
나 오늘부터 너랑 썸을 한번 타볼 거야
나 매일매일 네게 전화도 할 거야
밀가루 못 먹는 나를 달래서라도
너랑 맛있는 걸 먹으러 다닐 거야
사랑은 이렇게 생기는 게 아니겠어
어쩌면 내 맘의 반쪽을
네게 걸어보는 건데
나는 오늘도 네게 차일 것만 같아도
난 한번 더 너에게 다시 달려가 볼 거야
나 오늘부터 너랑 썸을 한번 타볼 거야
나 매일매일 네게 전화도 할 거야
매운 거 못 먹는 나를 달래서라도
너랑 맛있는 걸 먹으러 다닐 거야
나도 그 애처럼 좋아요 좀 눌러줘
나도 너랑 말 좀 할 수 있게 해줘
나는 풀이 죽어서 오늘도 포기하고
뒤를 돌아볼 때쯤 나를 붙잡는 넌
넘넘 스윗한 넌 정말 달콤한 걸
넘넘 스윗한 넌",https://cdnimg.melon.co.kr/cm/album/images/101/00/191/10100191_500.jpg?0e733ba07eeb0fd8a39f04a8eb6291fd/melon/resize/282/quality/80/optimize,"218,682"
23,좋다고 말해,볼빨간사춘기,"안녕 오늘도
같은 자리 버스 창가에
기대 앉은 네게
인사를 해 Hi
역시 넌 받아 주지를 않네
인기 많고 잘생긴 넌 내게만
그렇게 쌀쌀하게 굴더라
근데 Last Night
기억나 넌 내가 좋다고 했어
그 예쁜 가로등 아래서
넌 내가 좋다고 말했어
다음부턴 모른 척
아닌 척해도
You Have To Know That
확신을 해야 돼 넌
그날 넌
내가 좋다고 했어 Yeah
If You Like Me Or
Love Me Just Say Yes Yes Yes
And Then I'm Your Girlfriend
And You're My Boyfriend
어서 내게 좋다고 말해 줘
몰래 오늘도
도서관 맨 앞자리에
기대 앉은 네게
인사를 해 Oh Boy
역시 넌 받아 주지를 않네
인기 많고 잘생긴 넌 내게만
그렇게 쌀쌀하게 굴더라
근데 Last Night
기억나 넌 내가 좋다고 했어
그 예쁜 가로등 아래서
넌 내가 좋다고 말했어
다음부턴 모른 척
아닌 척해도
You Have To Know That
확신을 해야 돼 넌
그날 넌
내가 좋다고 했어 Yeah
If You Like Me Or
Love Me Just Say Yes Yes Yes
And Then I'm Your Girlfriend
And You're My Boyfriend
어서 내게 좋다고 말해 줘 Oh
널 참 많이 좋아하는 난데
우린 이어질 수 없는 걸까
내 긴 교복 치마가 부끄러워
초라해 Yeah
네 곁엔 항상 키 크고
예쁜 애들이 넘치는데 Woo
If You Like Me
If You Love Me Yeah
And Then I'm Your Girlfriend
And You're My Boyfriend
어서 내게 좋다고 말해 줘
If You Like Me Or
Love Me Just Say Yes Yes Yes
And Then I'm Your Girlfriend
And You're My Boyfriend
어서 내게 좋다고 말해 줘",https://cdnimg.melon.co.kr/cm/album/images/100/24/816/10024816_500.jpg?842e4108606415dae60b5ff6aa64ad76/melon/resize/282/quality/80/optimize,"232,581"
24,사라진 모든 것들에게(with ELLE KOREA),코드 쿤스트 (CODE KUNST),"멀어진 우리 거리만큼
내 삶과 더 가까워져서
뚫어져라 나만 보다
오늘은 마침내 관통했나 봐
구멍 난 이 맘 가리우고파
새하얀 웃음 귀에 걸고선
느닷없이 사라지던
그 숱한 밤들을 떠올려보네
Time flies
Keep your eyes open wide
Oh our love runs
Keep your arms open wide
사라진 모든 것들에게
잊혀진 모든 밤들에게
그럼에도 속삭이던
조그마한 사랑과 마음들에게
돌아갈 수 없다 한 대도
이 밤 또 노래를 불러야지
그리워하는 마음이
미래를 향하는 마음이라며
뭘 하든 뜨뜻미지근한 나의 지금
기쁘거나 슬프지도 않아
그냥 멍하게 앉아있기만
집에 혼자 있는 거 좋아하지만
나도 답답한 건
참을 수 없네 끝내 터져 나오는
지겨운 신음
밖에 나가고 싶은데
나가기 싫은 기분에
이 비극에도 잘만 놀러 다니는
친구에게 심술냈네
괜히 짜증만 늘어가고
사는 낙이 없네
별로 한 것도 없는데
벌써 연말이 오네
환기가 안 되네 삶에
창문을 활짝 열어도
오늘은 꽤나 맑네
좋은 날씨가 그나마 위로돼
우리가 잃어버린 것을
되찾을 수 있을진 모르겠다만
그 사실을 애써 잊어버리고 사니까
난 조금 괜찮아
사라진 모든 것들에게
잊혀진 모든 밤들에게
그럼에도 속삭이던
조그마한 사랑과 마음들에게
돌아갈 수 없다 한 대도
이 밤 또 노래를 불러야지
그리워하는 마음이
미래를 향하는 마음이라며
사라진 모든 것들에게
잊혀진 모든 밤들에게
그럼에도 속삭이던
조그마한 사랑과 마음들에게
돌아갈 수 없다 한 대도
이 밤 또 노래를 불러야지
그리워하는 마음이
미래를 향하는 마음이라며
사라진 모든 것들에게
잊혀진 모든 밤들에게
그럼에도 속삭이던
조그마한 사랑과 마음들에게
돌아갈 수 없다 한 대도
이 밤 또 노래를 불러야지
그리워하는 마음이
미래를 향하는 마음이라며",https://cdnimg.melon.co.kr/cm2/album/images/105/18/635/10518635_20201116120552_500.jpg?dafb9755183d69fd79f6b994960d094c/melon/resize/282/quality/80/optimize,"97,117"
25,니가 보고싶은 밤,윤딴딴,"유독 너랑 헤어지기 싫은 밤
집으로 돌아가는 길에
니가 서 있던 그곳에 난 또다시
밤을 태우듯 뛰어갔고
아무 생각조차도 할 새 없이
너를 와락 안아버렸고
아무도 없는 가로등 불빛 아래
짧은 키스를 나눴어
니가 떠나고 난 뒤에
아무런 일도 없단 듯이
잘 자라는 인사 건네며
깊은 한숨을 내쉬었지
밤은 깊어만 가고
의미 없이 널브러진
침대를 박차고 일어나
너의 이불에 들어가고 싶은데
마음은 깊어만 가고
의미 없이 전화기만
자꾸만 들었다 놨다
이 밤이 또 지나가는 게
너무 아쉬워
잠 못 드네
하루종일 니 생각이
온종일 하루종일 니 생각이
나지는 않더라도
용기를 내어 전화길 잡은 손에
숨은 가쁘게 뛰어갔고
너는 지금은 조금 바쁘다며
이따 연락하자고 했고
아무도 없는 작은 방 불빛 아래
짧은 한숨을 내쉬었어
해가 저물고 난 뒤에
아무 연락도 없는 거야
스치는 많은 생각 속에
자꾸 머리만 넘겼지
밤은 깊어만 가고
의미 없이 널브러진
침대를 박차고 일어나
너의 이불에 들어가고 싶은데
마음은 깊어만 가고
의미 없이 전화기만
자꾸만 들었다 놨다
이 밤이 또 지나가는 게
너무 아쉬워
잠 못 드네
밤은 깊어만 가고
의미 없이 혼자서만
자꾸만 중얼중얼대
너의 안으로 들어가고 싶다고
마음이 깊어지는 게
또 의미 없는 혼자만의
상처로 지나긴 싫어
이 밤이 또 지나기 전에
너를 내 품에 안고 싶어
유독 니가 보고싶은 밤",https://cdnimg.melon.co.kr/cm/album/images/100/39/982/10039982_500.jpg?bbd661d81c752901e26c900b91474686/melon/resize/282/quality/80/optimize,"148,022"
